date,ingredient,quantity_used
2025-10-23,Lettuce,2.2
2025-10-23,Beef Steak,0.3
2025-10-24,Beer Keg (30L),39.0
2025-10-24,Coffee Beans,1.6513
2025-10-24,Rice (Bomba),68.3265
2025-10-24,Seafood Mix,116.15
2025-10-24,Olive Oil,26.25
2025-10-24,Sangria Mix,84.0
2025-10-24,Wine Bottle (Red),16.65
2025-10-24,Chicken,7.676
2025-10-24,Potatoes,16.059
2025-10-24,Lettuce,2.0
2025-10-24,Eggs,51.0
2025-10-24,Onions,1.7
2025-10-24,Beef Steak,1.2
2025-10-25,Sangria Mix,51.0
2025-10-25,Rice (Bomba),38.178
2025-10-25,Seafood Mix,66.4
2025-10-25,Olive Oil,15.25
2025-10-25,Beer Keg (30L),26.4
2025-10-25,Coffee Beans,1.106
2025-10-25,Wine Bottle (Red),8.85
2025-10-25,Chicken,5.555
2025-10-25,Potatoes,8.282
2025-10-25,Lettuce,1.7
2025-10-25,Eggs,33.0
2025-10-25,Onions,1.1
2025-10-26,Beer Keg (30L),31.5
2025-10-26,Wine Bottle (Red),16.05
2025-10-26,Rice (Bomba),59.691
2025-10-26,Seafood Mix,101.9
2025-10-26,Olive Oil,23.3
2025-10-26,Sangria Mix,103.0
2025-10-26,Coffee Beans,1.4998
2025-10-26,Chicken,7.07
2025-10-26,Potatoes,15.15
2025-10-26,Lettuce,2.2
2025-10-26,Beef Steak,0.6
2025-10-26,Eggs,42.0
2025-10-26,Onions,1.4
2025-10-27,Sangria Mix,107.0
2025-10-27,Rice (Bomba),58.3275
2025-10-27,Seafood Mix,100.05
2025-10-27,Olive Oil,22.15
2025-10-27,Coffee Beans,1.5756
2025-10-27,Beer Keg (30L),36.9
2025-10-27,Wine Bottle (Red),13.65
2025-10-27,Chicken,7.373
2025-10-27,Potatoes,10.302
2025-10-27,Lettuce,1.9
2025-10-27,Eggs,24.0
2025-10-27,Onions,0.8
2025-10-27,Beef Steak,0.6
2025-10-28,Rice (Bomba),73.326
2025-10-28,Seafood Mix,126.0
2025-10-28,Olive Oil,29.55
2025-10-28,Wine Bottle (Red),17.4
2025-10-28,Beer Keg (30L),43.5
2025-10-28,Coffee Beans,1.6362
2025-10-28,Sangria Mix,133.0
2025-10-28,Chicken,10.908
2025-10-28,Potatoes,22.523
2025-10-28,Lettuce,3.2
2025-10-28,Eggs,72.0
2025-10-28,Onions,2.4
2025-10-28,Beef Steak,0.9
2025-10-29,Beer Keg (30L),37.5
2025-10-29,Coffee Beans,1.5756
2025-10-29,Wine Bottle (Red),15.45
2025-10-29,Rice (Bomba),52.116
2025-10-29,Seafood Mix,89.6
2025-10-29,Olive Oil,20.85
2025-10-29,Sangria Mix,94.0
2025-10-29,Chicken,9.898
2025-10-29,Potatoes,16.059
2025-10-29,Lettuce,2.6
2025-10-29,Eggs,54.0
2025-10-29,Onions,1.8
2025-10-29,Beef Steak,0.6
2025-10-30,Wine Bottle (Red),11.4
2025-10-30,Beer Keg (30L),31.5
2025-10-30,Rice (Bomba),50.4495
2025-10-30,Seafood Mix,87.25
2025-10-30,Olive Oil,21.1
2025-10-30,Sangria Mix,96.0
2025-10-30,Coffee Beans,1.4241
2025-10-30,Chicken,8.08
2025-10-30,Potatoes,17.978
2025-10-30,Lettuce,2.4
2025-10-30,Eggs,75.0
2025-10-30,Onions,2.5
2025-10-30,Beef Steak,0.6
2025-10-31,Rice (Bomba),34.9965
2025-10-31,Seafood Mix,59.55
2025-10-31,Olive Oil,13.45
2025-10-31,Wine Bottle (Red),9.9
2025-10-31,Beer Keg (30L),26.7
2025-10-31,Coffee Beans,1.0757
2025-10-31,Sangria Mix,67.0
2025-10-31,Chicken,4.545
2025-10-31,Potatoes,8.181
2025-10-31,Lettuce,1.5
2025-10-31,Eggs,27.0
2025-10-31,Onions,0.9
2025-11-01,Wine Bottle (Red),14.7
2025-11-01,Coffee Beans,1.6059
2025-11-01,Beer Keg (30L),38.7
2025-11-01,Rice (Bomba),62.2665
2025-11-01,Seafood Mix,106.55
2025-11-01,Olive Oil,24.4
2025-11-01,Sangria Mix,111.0
2025-11-01,Potatoes,14.948
2025-11-01,Chicken,7.474
2025-11-01,Lettuce,2.2
2025-11-01,Eggs,57.0
2025-11-01,Onions,1.9
2025-11-01,Beef Steak,0.3
2025-11-02,Beer Keg (30L),40.8
2025-11-02,Wine Bottle (Red),15.75
2025-11-02,Rice (Bomba),58.6305
2025-11-02,Seafood Mix,100.15
2025-11-02,Olive Oil,22.95
2025-11-02,Coffee Beans,1.5604
2025-11-02,Sangria Mix,114.0
2025-11-02,Chicken,8.585
2025-11-02,Potatoes,15.655
2025-11-02,Lettuce,2.3
2025-11-02,Beef Steak,0.9
2025-11-02,Eggs,57.0
2025-11-02,Onions,1.9
2025-11-03,Wine Bottle (Red),8.85
2025-11-03,Sangria Mix,70.0
2025-11-03,Rice (Bomba),40.905
2025-11-03,Seafood Mix,73.1
2025-11-03,Olive Oil,18.2
2025-11-03,Coffee Beans,0.9696
2025-11-03,Beer Keg (30L),27.9
2025-11-03,Chicken,6.06
2025-11-03,Potatoes,13.332
2025-11-03,Lettuce,2.0
2025-11-03,Eggs,72.0
2025-11-03,Onions,2.4
2025-11-03,Beef Steak,0.3
2025-11-04,Rice (Bomba),64.3875
2025-11-04,Seafood Mix,111.05
2025-11-04,Olive Oil,25.9
2025-11-04,Sangria Mix,102.0
2025-11-04,Wine Bottle (Red),14.4
2025-11-04,Coffee Beans,1.4544
2025-11-04,Beer Keg (30L),36.0
2025-11-04,Chicken,6.565
2025-11-04,Potatoes,15.352
2025-11-04,Lettuce,1.9
2025-11-04,Eggs,75.0
2025-11-04,Onions,2.5
2025-11-05,Wine Bottle (Red),17.1
2025-11-05,Rice (Bomba),61.509
2025-11-05,Seafood Mix,105.5
2025-11-05,Olive Oil,25.2
2025-11-05,Coffee Beans,1.5301
2025-11-05,Beer Keg (30L),30.6
2025-11-05,Sangria Mix,110.0
2025-11-05,Chicken,6.868
2025-11-05,Potatoes,18.584
2025-11-05,Lettuce,2.0
2025-11-05,Eggs,108.0
2025-11-05,Onions,3.6
2025-11-05,Beef Steak,0.3
2025-11-06,Rice (Bomba),58.9335
2025-11-06,Seafood Mix,100.45
2025-11-06,Olive Oil,23.0
2025-11-06,Beer Keg (30L),32.4
2025-11-06,Coffee Beans,1.3332
2025-11-06,Wine Bottle (Red),15.15
2025-11-06,Sangria Mix,110.0
2025-11-06,Chicken,4.04
2025-11-06,Potatoes,13.231
2025-11-06,Lettuce,1.2
2025-11-06,Eggs,54.0
2025-11-06,Onions,1.8
2025-11-06,Beef Steak,0.9
2025-11-07,Beer Keg (30L),23.1
2025-11-07,Rice (Bomba),42.117
2025-11-07,Seafood Mix,73.7
2025-11-07,Olive Oil,17.3
2025-11-07,Wine Bottle (Red),12.45
2025-11-07,Sangria Mix,74.0
2025-11-07,Coffee Beans,1.1817
2025-11-07,Chicken,4.646
2025-11-07,Potatoes,9.494
2025-11-07,Lettuce,1.4
2025-11-07,Eggs,42.0
2025-11-07,Onions,1.4
2025-11-08,Beer Keg (30L),41.1
2025-11-08,Rice (Bomba),68.6295
2025-11-08,Seafood Mix,117.65
2025-11-08,Olive Oil,26.4
2025-11-08,Wine Bottle (Red),20.55
2025-11-08,Sangria Mix,121.0
2025-11-08,Coffee Beans,1.4847
2025-11-08,Potatoes,16.665
2025-11-08,Eggs,36.0
2025-11-08,Onions,1.2
2025-11-08,Chicken,12.625
2025-11-08,Lettuce,3.5
2025-11-08,Beef Steak,0.6
2025-11-09,Wine Bottle (Red),17.1
2025-11-09,Coffee Beans,1.5604
2025-11-09,Rice (Bomba),56.5095
2025-11-09,Seafood Mix,97.05
2025-11-09,Olive Oil,22.75
2025-11-09,Beer Keg (30L),41.1
2025-11-09,Sangria Mix,106.0
2025-11-09,Chicken,8.181
2025-11-09,Potatoes,17.069
2025-11-09,Lettuce,2.7
2025-11-09,Eggs,57.0
2025-11-09,Onions,1.9
2025-11-09,Beef Steak,0.3
2025-11-10,Coffee Beans,1.0151
2025-11-10,Rice (Bomba),34.9965
2025-11-10,Seafood Mix,59.55
2025-11-10,Olive Oil,13.5
2025-11-10,Sangria Mix,81.0
2025-11-10,Beer Keg (30L),17.1
2025-11-10,Wine Bottle (Red),7.95
2025-11-10,Chicken,4.04
2025-11-10,Potatoes,7.676
2025-11-10,Lettuce,1.2
2025-11-10,Eggs,39.0
2025-11-10,Onions,1.3
2025-11-11,Rice (Bomba),50.601
2025-11-11,Seafood Mix,86.5
2025-11-11,Olive Oil,19.65
2025-11-11,Sangria Mix,81.0
2025-11-11,Wine Bottle (Red),11.1
2025-11-11,Beer Keg (30L),27.9
2025-11-11,Coffee Beans,1.1817
2025-11-11,Chicken,8.686
2025-11-11,Potatoes,12.928
2025-11-11,Lettuce,2.6
2025-11-11,Eggs,51.0
2025-11-11,Onions,1.7
2025-11-11,Beef Steak,0.3
2025-11-12,Beer Keg (30L),36.6
2025-11-12,Rice (Bomba),66.5085
2025-11-12,Seafood Mix,113.95
2025-11-12,Olive Oil,26.35
2025-11-12,Coffee Beans,1.7271
2025-11-12,Wine Bottle (Red),16.2
2025-11-12,Sangria Mix,107.0
2025-11-12,Chicken,9.494
2025-11-12,Potatoes,19.19
2025-11-12,Lettuce,2.6
2025-11-12,Eggs,60.0
2025-11-12,Onions,2.0
2025-11-12,Beef Steak,1.8
2025-11-13,Chicken,11.312
2025-11-13,Potatoes,16.261
2025-11-13,Lettuce,2.8
2025-11-13,Beer Keg (30L),36.9
2025-11-13,Rice (Bomba),59.085
2025-11-13,Seafood Mix,99.9
2025-11-13,Olive Oil,22.35
2025-11-13,Coffee Beans,1.3483
2025-11-13,Sangria Mix,82.0
2025-11-13,Wine Bottle (Red),14.4
2025-11-13,Eggs,60.0
2025-11-13,Onions,2.0
2025-11-13,Beef Steak,1.8
2025-11-14,Beer Keg (30L),41.4
2025-11-14,Sangria Mix,114.0
2025-11-14,Rice (Bomba),61.9635
2025-11-14,Seafood Mix,105.65
2025-11-14,Olive Oil,23.85
2025-11-14,Wine Bottle (Red),16.35
2025-11-14,Coffee Beans,1.6513
2025-11-14,Eggs,63.0
2025-11-14,Potatoes,13.837
2025-11-14,Onions,2.1
2025-11-14,Chicken,8.484
2025-11-14,Lettuce,2.4
2025-11-14,Beef Steak,0.3
2025-11-15,Sangria Mix,115.0
2025-11-15,Coffee Beans,1.3635
2025-11-15,Rice (Bomba),66.054
2025-11-15,Seafood Mix,113.4
2025-11-15,Olive Oil,26.35
2025-11-15,Wine Bottle (Red),17.25
2025-11-15,Beer Keg (30L),44.1
2025-11-15,Chicken,9.898
2025-11-15,Potatoes,18.382
2025-11-15,Lettuce,3.0
2025-11-15,Eggs,75.0
2025-11-15,Onions,2.5
2025-11-15,Beef Steak,0.3
2025-11-16,Wine Bottle (Red),9.75
2025-11-16,Sangria Mix,51.0
2025-11-16,Coffee Beans,0.7575
2025-11-16,Beer Keg (30L),23.1
2025-11-16,Rice (Bomba),37.572
2025-11-16,Seafood Mix,64.8
2025-11-16,Olive Oil,14.95
2025-11-16,Chicken,5.858
2025-11-16,Potatoes,10.403
2025-11-16,Lettuce,1.8
2025-11-16,Eggs,30.0
2025-11-16,Onions,1.0
2025-11-16,Beef Steak,0.9
2025-11-17,Sangria Mix,88.0
2025-11-17,Wine Bottle (Red),12.9
2025-11-17,Coffee Beans,1.2877
2025-11-17,Beer Keg (30L),24.6
2025-11-17,Rice (Bomba),45.147
2025-11-17,Seafood Mix,76.7
2025-11-17,Olive Oil,17.95
2025-11-17,Chicken,6.06
2025-11-17,Potatoes,14.544
2025-11-17,Lettuce,2.0
2025-11-17,Eggs,57.0
2025-11-17,Onions,1.9
2025-11-17,Beef Steak,0.9
2025-11-18,Rice (Bomba),47.571
2025-11-18,Seafood Mix,83.9
2025-11-18,Olive Oil,20.85
2025-11-18,Coffee Beans,1.0757
2025-11-18,Beer Keg (30L),28.2
2025-11-18,Sangria Mix,74.0
2025-11-18,Wine Bottle (Red),12.0
2025-11-18,Chicken,9.292
2025-11-18,Potatoes,18.584
2025-11-18,Lettuce,2.4
2025-11-18,Eggs,81.0
2025-11-18,Onions,2.7
2025-11-18,Beef Steak,0.9
2025-11-19,Rice (Bomba),54.0855
2025-11-19,Seafood Mix,93.05
2025-11-19,Olive Oil,21.45
2025-11-19,Beer Keg (30L),31.5
2025-11-19,Coffee Beans,1.3786
2025-11-19,Wine Bottle (Red),15.15
2025-11-19,Sangria Mix,89.0
2025-11-19,Chicken,6.969
2025-11-19,Potatoes,14.342
2025-11-19,Lettuce,1.9
2025-11-19,Eggs,48.0
2025-11-19,Onions,1.6
2025-11-19,Beef Steak,1.8
2025-11-20,Wine Bottle (Red),14.7
2025-11-20,Rice (Bomba),67.872
2025-11-20,Seafood Mix,115.8
2025-11-20,Olive Oil,26.45
2025-11-20,Coffee Beans,1.8028
2025-11-20,Beer Keg (30L),38.7
2025-11-20,Sangria Mix,108.0
2025-11-20,Chicken,6.868
2025-11-20,Potatoes,15.655
2025-11-20,Lettuce,2.0
2025-11-20,Eggs,60.0
2025-11-20,Onions,2.0
2025-11-20,Beef Steak,0.3
2025-11-21,Wine Bottle (Red),12.6
2025-11-21,Rice (Bomba),55.9035
2025-11-21,Seafood Mix,95.25
2025-11-21,Olive Oil,22.1
2025-11-21,Sangria Mix,91.0
2025-11-21,Coffee Beans,1.2574
2025-11-21,Beer Keg (30L),36.6
2025-11-21,Chicken,8.989
2025-11-21,Potatoes,17.574
2025-11-21,Lettuce,2.7
2025-11-21,Beef Steak,1.2
2025-11-21,Eggs,63.0
2025-11-21,Onions,2.1
2025-11-22,Wine Bottle (Red),15.3
2025-11-22,Rice (Bomba),60.297
2025-11-22,Seafood Mix,102.1
2025-11-22,Olive Oil,22.65
2025-11-22,Beer Keg (30L),37.2
2025-11-22,Coffee Beans,1.3483
2025-11-22,Sangria Mix,95.0
2025-11-22,Chicken,5.858
2025-11-22,Potatoes,11.413
2025-11-22,Lettuce,1.8
2025-11-22,Beef Steak,0.6
2025-11-22,Eggs,48.0
2025-11-22,Onions,1.6
2025-11-23,Rice (Bomba),41.814
2025-11-23,Seafood Mix,70.6
2025-11-23,Olive Oil,15.55
2025-11-23,Sangria Mix,76.0
2025-11-23,Coffee Beans,1.2271
2025-11-23,Beer Keg (30L),27.6
2025-11-23,Wine Bottle (Red),9.15
2025-11-23,Chicken,9.09
2025-11-23,Potatoes,11.413
2025-11-23,Lettuce,2.6
2025-11-23,Eggs,30.0
2025-11-23,Onions,1.0
2025-11-23,Beef Steak,1.2
2025-11-24,Sangria Mix,99.0
2025-11-24,Rice (Bomba),57.267
2025-11-24,Seafood Mix,99.3
2025-11-24,Olive Oil,23.4
2025-11-24,Beer Keg (30L),38.4
2025-11-24,Coffee Beans,1.4544
2025-11-24,Wine Bottle (Red),15.0
2025-11-24,Chicken,11.716
2025-11-24,Potatoes,18.483
2025-11-24,Lettuce,2.8
2025-11-24,Eggs,57.0
2025-11-24,Onions,1.9
2025-11-24,Beef Steak,0.6
2025-11-25,Rice (Bomba),53.328
2025-11-25,Seafood Mix,93.4
2025-11-25,Olive Oil,22.3
2025-11-25,Sangria Mix,91.0
2025-11-25,Beer Keg (30L),27.9
2025-11-25,Wine Bottle (Red),15.15
2025-11-25,Coffee Beans,1.4089
2025-11-25,Chicken,5.555
2025-11-25,Potatoes,14.746
2025-11-25,Lettuce,1.7
2025-11-25,Beef Steak,1.2
2025-11-25,Eggs,54.0
2025-11-25,Onions,1.8
2025-11-26,Rice (Bomba),35.754
2025-11-26,Seafood Mix,61.8
2025-11-26,Olive Oil,14.4
2025-11-26,Coffee Beans,0.8636
2025-11-26,Beer Keg (30L),25.5
2025-11-26,Sangria Mix,62.0
2025-11-26,Wine Bottle (Red),8.25
2025-11-26,Eggs,36.0
2025-11-26,Potatoes,9.292
2025-11-26,Onions,1.2
2025-11-26,Chicken,4.949
2025-11-26,Lettuce,1.5
2025-11-27,Coffee Beans,1.6362
2025-11-27,Rice (Bomba),68.9325
2025-11-27,Seafood Mix,117.75
2025-11-27,Olive Oil,26.75
2025-11-27,Sangria Mix,117.0
2025-11-27,Beer Keg (30L),43.2
2025-11-27,Wine Bottle (Red),16.95
2025-11-27,Chicken,9.999
2025-11-27,Potatoes,16.867
2025-11-27,Lettuce,2.9
2025-11-27,Eggs,57.0
2025-11-27,Onions,1.9
2025-11-27,Beef Steak,0.3
2025-11-28,Rice (Bomba),67.872
2025-11-28,Seafood Mix,116.2
2025-11-28,Olive Oil,26.5
2025-11-28,Coffee Beans,1.7877
2025-11-28,Sangria Mix,103.0
2025-11-28,Wine Bottle (Red),15.3
2025-11-28,Beer Keg (30L),43.5
2025-11-28,Potatoes,18.18
2025-11-28,Chicken,11.413
2025-11-28,Lettuce,3.1
2025-11-28,Eggs,66.0
2025-11-28,Onions,2.2
2025-11-28,Beef Steak,1.5
2025-11-29,Sangria Mix,101.0
2025-11-29,Beer Keg (30L),37.5
2025-11-29,Wine Bottle (Red),16.8
2025-11-29,Rice (Bomba),56.358
2025-11-29,Seafood Mix,96.4
2025-11-29,Olive Oil,22.25
2025-11-29,Coffee Beans,1.3483
2025-11-29,Chicken,8.383
2025-11-29,Potatoes,16.766
2025-11-29,Lettuce,2.5
2025-11-29,Eggs,39.0
2025-11-29,Onions,1.3
2025-11-29,Beef Steak,1.2
2025-11-30,Beer Keg (30L),32.4
2025-11-30,Rice (Bomba),43.7835
2025-11-30,Seafood Mix,75.25
2025-11-30,Olive Oil,17.9
2025-11-30,Wine Bottle (Red),12.6
2025-11-30,Coffee Beans,1.0302
2025-11-30,Sangria Mix,82.0
2025-11-30,Chicken,5.959
2025-11-30,Potatoes,14.14
2025-11-30,Lettuce,1.7
2025-11-30,Eggs,57.0
2025-11-30,Onions,1.9
2025-11-30,Beef Steak,0.6
2025-12-01,Rice (Bomba),52.116
2025-12-01,Seafood Mix,88.6
2025-12-01,Olive Oil,20.95
2025-12-01,Coffee Beans,1.1665
2025-12-01,Beer Keg (30L),27.3
2025-12-01,Wine Bottle (Red),11.25
2025-12-01,Sangria Mix,77.0
2025-12-01,Chicken,5.959
2025-12-01,Potatoes,16.463
2025-12-01,Lettuce,1.7
2025-12-01,Eggs,72.0
2025-12-01,Onions,2.4
2025-12-01,Beef Steak,0.3
2025-12-02,Rice (Bomba),52.5705
2025-12-02,Seafood Mix,90.95
2025-12-02,Olive Oil,21.25
2025-12-02,Sangria Mix,83.0
2025-12-02,Coffee Beans,1.4847
2025-12-02,Wine Bottle (Red),12.15
2025-12-02,Beer Keg (30L),29.7
2025-12-02,Eggs,45.0
2025-12-02,Potatoes,14.443
2025-12-02,Onions,1.5
2025-12-02,Chicken,8.08
2025-12-02,Lettuce,2.0
2025-12-03,Beer Keg (30L),38.1
2025-12-03,Wine Bottle (Red),14.55
2025-12-03,Rice (Bomba),64.6905
2025-12-03,Seafood Mix,111.35
2025-12-03,Olive Oil,25.95
2025-12-03,Coffee Beans,1.4089
2025-12-03,Sangria Mix,99.0
2025-12-03,Chicken,6.767
2025-12-03,Potatoes,17.069
2025-12-03,Lettuce,1.7
2025-12-03,Beef Steak,1.8
2025-12-03,Eggs,69.0
2025-12-03,Onions,2.3
2025-12-04,Coffee Beans,1.3483
2025-12-04,Rice (Bomba),48.177
2025-12-04,Seafood Mix,81.7
2025-12-04,Olive Oil,18.2
2025-12-04,Wine Bottle (Red),11.25
2025-12-04,Sangria Mix,72.0
2025-12-04,Beer Keg (30L),27.6
2025-12-04,Chicken,5.757
2025-12-04,Potatoes,10.1
2025-12-04,Lettuce,1.9
2025-12-04,Eggs,36.0
2025-12-04,Onions,1.2
2025-12-04,Beef Steak,0.3
2025-12-05,Rice (Bomba),70.902
2025-12-05,Seafood Mix,122.2
2025-12-05,Olive Oil,28.7
2025-12-05,Beer Keg (30L),39.0
2025-12-05,Coffee Beans,1.8331
2025-12-05,Wine Bottle (Red),17.7
2025-12-05,Sangria Mix,140.0
2025-12-05,Chicken,11.211
2025-12-05,Potatoes,21.412
2025-12-05,Lettuce,2.9
2025-12-05,Eggs,72.0
2025-12-05,Onions,2.4
2025-12-05,Beef Steak,0.6
2025-12-06,Rice (Bomba),36.057
2025-12-06,Seafood Mix,61.3
2025-12-06,Olive Oil,14.15
2025-12-06,Wine Bottle (Red),11.25
2025-12-06,Coffee Beans,0.7727
2025-12-06,Beer Keg (30L),21.3
2025-12-06,Sangria Mix,54.0
2025-12-06,Chicken,4.545
2025-12-06,Potatoes,9.494
2025-12-06,Lettuce,1.1
2025-12-06,Eggs,45.0
2025-12-06,Onions,1.5
2025-12-07,Rice (Bomba),59.994
2025-12-07,Seafood Mix,102.6
2025-12-07,Olive Oil,22.8
2025-12-07,Wine Bottle (Red),15.45
2025-12-07,Sangria Mix,104.0
2025-12-07,Beer Keg (30L),35.4
2025-12-07,Coffee Beans,1.5604
2025-12-07,Chicken,6.767
2025-12-07,Potatoes,11.413
2025-12-07,Lettuce,2.1
2025-12-07,Beef Steak,0.9
2025-12-07,Eggs,27.0
2025-12-07,Onions,0.9
2025-12-08,Coffee Beans,0.9696
2025-12-08,Rice (Bomba),51.9645
2025-12-08,Seafood Mix,88.15
2025-12-08,Olive Oil,19.85
2025-12-08,Wine Bottle (Red),12.0
2025-12-08,Beer Keg (30L),33.6
2025-12-08,Sangria Mix,77.0
2025-12-08,Chicken,6.969
2025-12-08,Potatoes,12.221
2025-12-08,Lettuce,2.3
2025-12-08,Eggs,51.0
2025-12-08,Onions,1.7
2025-12-08,Beef Steak,0.3
2025-12-09,Rice (Bomba),62.418
2025-12-09,Seafood Mix,106.4
2025-12-09,Olive Oil,24.45
2025-12-09,Sangria Mix,101.0
2025-12-09,Beer Keg (30L),42.9
2025-12-09,Coffee Beans,1.2877
2025-12-09,Wine Bottle (Red),16.05
2025-12-09,Chicken,9.191
2025-12-09,Potatoes,17.372
2025-12-09,Lettuce,2.9
2025-12-09,Eggs,81.0
2025-12-09,Onions,2.7
2025-12-09,Beef Steak,1.5
2025-12-10,Beer Keg (30L),33.9
2025-12-10,Wine Bottle (Red),15.45
2025-12-10,Sangria Mix,99.0
2025-12-10,Coffee Beans,1.5756
2025-12-10,Rice (Bomba),61.812
2025-12-10,Seafood Mix,105.2
2025-12-10,Olive Oil,24.3
2025-12-10,Chicken,6.161
2025-12-10,Potatoes,15.958
2025-12-10,Lettuce,1.5
2025-12-10,Eggs,72.0
2025-12-10,Onions,2.4
2025-12-10,Beef Steak,0.9
2025-12-11,Wine Bottle (Red),6.15
2025-12-11,Rice (Bomba),34.239
2025-12-11,Seafood Mix,59.7
2025-12-11,Olive Oil,14.05
2025-12-11,Beer Keg (30L),23.7
2025-12-11,Sangria Mix,69.0
2025-12-11,Coffee Beans,0.9393
2025-12-11,Chicken,3.939
2025-12-11,Potatoes,8.08
2025-12-11,Lettuce,0.9
2025-12-11,Eggs,45.0
2025-12-11,Onions,1.5
2025-12-11,Beef Steak,0.3
2025-12-12,Rice (Bomba),60.4485
2025-12-12,Seafood Mix,102.35
2025-12-12,Olive Oil,22.65
2025-12-12,Beer Keg (30L),36.6
2025-12-12,Sangria Mix,96.0
2025-12-12,Wine Bottle (Red),14.25
2025-12-12,Coffee Beans,1.7574
2025-12-12,Chicken,11.009
2025-12-12,Potatoes,15.251
2025-12-12,Lettuce,3.5
2025-12-12,Eggs,51.0
2025-12-12,Onions,1.7
2025-12-12,Beef Steak,1.8
2025-12-13,Rice (Bomba),42.2685
2025-12-13,Seafood Mix,72.35
2025-12-13,Olive Oil,16.5
2025-12-13,Wine Bottle (Red),11.55
2025-12-13,Beer Keg (30L),31.2
2025-12-13,Sangria Mix,72.0
2025-12-13,Coffee Beans,1.2271
2025-12-13,Chicken,5.858
2025-12-13,Potatoes,10.302
2025-12-13,Lettuce,1.8
2025-12-13,Eggs,51.0
2025-12-13,Onions,1.7
2025-12-13,Beef Steak,0.9
2025-12-14,Beer Keg (30L),25.2
2025-12-14,Coffee Beans,1.3332
2025-12-14,Rice (Bomba),42.117
2025-12-14,Seafood Mix,71.5
2025-12-14,Olive Oil,15.55
2025-12-14,Sangria Mix,77.0
2025-12-14,Wine Bottle (Red),10.05
2025-12-14,Chicken,3.636
2025-12-14,Potatoes,6.767
2025-12-14,Lettuce,1.2
2025-12-14,Eggs,6.0
2025-12-14,Onions,0.2
2025-12-14,Beef Steak,0.9
2025-12-15,Sangria Mix,97.0
2025-12-15,Rice (Bomba),60.6
2025-12-15,Seafood Mix,103.8
2025-12-15,Olive Oil,23.0
2025-12-15,Beer Keg (30L),37.8
2025-12-15,Coffee Beans,1.4847
2025-12-15,Wine Bottle (Red),17.1
2025-12-15,Chicken,10.1
2025-12-15,Potatoes,12.423
2025-12-15,Lettuce,3.2
2025-12-15,Eggs,33.0
2025-12-15,Onions,1.1
2025-12-15,Beef Steak,0.3
2025-12-16,Coffee Beans,0.8181
2025-12-16,Wine Bottle (Red),8.25
2025-12-16,Beer Keg (30L),19.2
2025-12-16,Rice (Bomba),34.0875
2025-12-16,Seafood Mix,58.45
2025-12-16,Olive Oil,12.9
2025-12-16,Sangria Mix,47.0
2025-12-16,Chicken,7.272
2025-12-16,Potatoes,7.777
2025-12-16,Lettuce,2.0
2025-12-16,Eggs,12.0
2025-12-16,Onions,0.4
2025-12-16,Beef Steak,0.3
2025-12-17,Rice (Bomba),64.3875
2025-12-17,Seafood Mix,109.25
2025-12-17,Olive Oil,24.65
2025-12-17,Beer Keg (30L),44.1
2025-12-17,Sangria Mix,95.0
2025-12-17,Wine Bottle (Red),14.7
2025-12-17,Coffee Beans,1.3029
2025-12-17,Beef Steak,0.6
2025-12-17,Potatoes,15.554
2025-12-17,Eggs,78.0
2025-12-17,Onions,2.6
2025-12-17,Chicken,9.393
2025-12-17,Lettuce,3.1
2025-12-18,Rice (Bomba),60.1455
2025-12-18,Seafood Mix,102.25
2025-12-18,Olive Oil,23.35
2025-12-18,Sangria Mix,80.0
2025-12-18,Beer Keg (30L),33.0
2025-12-18,Wine Bottle (Red),16.8
2025-12-18,Coffee Beans,1.5453
2025-12-18,Chicken,7.272
2025-12-18,Potatoes,15.655
2025-12-18,Lettuce,2.4
2025-12-18,Eggs,57.0
2025-12-18,Onions,1.9
2025-12-18,Beef Steak,0.9
2025-12-19,Rice (Bomba),65.145
2025-12-19,Seafood Mix,110.1
2025-12-19,Olive Oil,24.5
2025-12-19,Wine Bottle (Red),15.9
2025-12-19,Sangria Mix,112.0
2025-12-19,Coffee Beans,1.3029
2025-12-19,Beer Keg (30L),46.2
2025-12-19,Chicken,9.797
2025-12-19,Potatoes,15.554
2025-12-19,Lettuce,3.1
2025-12-19,Beef Steak,0.6
2025-12-19,Eggs,48.0
2025-12-19,Onions,1.6
2025-12-20,Sangria Mix,107.0
2025-12-20,Wine Bottle (Red),13.5
2025-12-20,Rice (Bomba),58.0245
2025-12-20,Seafood Mix,98.55
2025-12-20,Olive Oil,21.7
2025-12-20,Beer Keg (30L),35.1
2025-12-20,Chicken,8.383
2025-12-20,Potatoes,11.413
2025-12-20,Lettuce,2.5
2025-12-20,Coffee Beans,1.515
2025-12-20,Eggs,42.0
2025-12-20,Onions,1.4
2025-12-20,Beef Steak,0.6
2025-12-21,Wine Bottle (Red),12.45
2025-12-21,Rice (Bomba),62.418
2025-12-21,Seafood Mix,105.4
2025-12-21,Olive Oil,24.0
2025-12-21,Sangria Mix,81.0
2025-12-21,Coffee Beans,1.5907
2025-12-21,Beer Keg (30L),39.9
2025-12-21,Chicken,11.211
2025-12-21,Potatoes,19.493
2025-12-21,Lettuce,3.3
2025-12-21,Eggs,45.0
2025-12-21,Onions,1.5
2025-12-21,Beef Steak,0.6
2025-12-22,Sangria Mix,102.0
